,HouseholdID,Real,Reentered,ES,PSH,TH,RRH,PREV 
1105,200031314,1,0,0.528897557,0.190170408,0.5578483,0.494083925,0.436012235
1106,200031345,4,0,0.454307816,0.588338916,0.469928104,0.449972521,0.354701762
1107,200031392,5,0,0.577517529,0.500107418,0.556158695,0.607149771,0.449439855
1108,200031413,1,1,0.783648907,0.764073966,0.733862866,0.758390308,0.691436694
1109,200031466,1,0,0.532970883,0.281535429,0.453726433,0.441135216,0.387698665
1110,200031506,5,0,0.271945763,0.297823846,0.206409841,0.226965294,0.158755505
1111,200031510,1,0,0.80487027,0.210721755,0.791572958,0.782635441,0.735230392
1112,200031518,3,1,0.279533221,0.484969791,0.286436237,0.285955437,0.205632922
1113,200031555,1,1,0.728729462,0.309404709,0.663960524,0.642180153,0.616940249
1114,200031576,1,1,0.646745193,0.213331263,0.665830625,0.621879175,0.575002425
1115,200031624,1,1,0.808260865,0.312424969,0.796625451,0.774863945,0.741605943
1116,200031632,4,1,0.52318077,0.402645862,0.458120804,0.485480378,0.370606243
1117,200031690,4,1,0.541504412,0.244464858,0.466940761,0.533910715,0.396895924
1118,200031725,1,0,0.712425719,0.232148515,0.648582808,0.645132069,0.602179518
1119,200031771,3,1,0.553139941,0.231154567,0.508924624,0.513610241,0.407748493
1120,200031806,5,0,0.450582453,0.187254906,0.367877296,0.387288551,0.305685852
1121,200031812,3,0,0.605577687,0.606761903,0.577213501,0.546217085,0.49369123
1122,200031868,4,0,0.183364349,0.385929027,0.177785058,0.181069045,0.123501805
1123,200031872,5,0,0.386734445,0.522292418,0.395536686,0.379124307,0.303234228
1124,200031926,5,0,0.19960427,0.484406085,0.213182435,0.202699418,0.129561616
1125,200031954,5,0,0.510700755,0.35968697,0.502195666,0.506534722,0.433549733
1126,200031955,3,1,0.555759434,0.417684524,0.489323858,0.525398124,0.42227959
1127,200031965,5,0,0.171146492,0.338073679,0.175531432,0.161426039,0.109084233
1128,200031978,4,1,0.429651452,0.264547101,0.375468104,0.401534572,0.278558379
1129,200031981,1,0,0.303847857,0.521564796,0.303845443,0.27003108,0.226004756
1130,200031991,5,0,0.249913214,0.742929238,0.241586497,0.253095748,0.170600557
1131,200032059,1,1,0.769331277,0.199568171,0.732992092,0.743082592,0.695456998
1132,200032093,5,1,0.358470227,0.252653833,0.345397383,0.349486066,0.257787666
1133,200032133,5,0,0.279392017,0.644558142,0.267852669,0.265719611,0.198205438
1134,200032160,1,0,0.337456104,0.418453933,0.331380833,0.301690576,0.25007028
1135,200032163,5,1,0.201275059,0.718223805,0.201688304,0.190924743,0.132257285
1136,200032197,5,0,0.308779164,0.74416136,0.293019437,0.283736864,0.221597455
1137,200032200,5,0,0.201003699,0.578020892,0.201801199,0.190786493,0.132045447
1138,200032201,3,1,0.854139556,0.452664745,0.835436606,0.856355875,0.803157677
1139,200032203,1,1,0.676734964,0.292899876,0.653670457,0.675211933,0.566932564
1140,200032204,5,0,0.477452419,0.553152767,0.39302843,0.418120398,0.331486656
1141,200032260,1,0,0.616297538,0.206596749,0.592657771,0.595348396,0.503618677
1142,200032265,3,0,0.321560971,0.496487994,0.288825378,0.318264046,0.20590117
1143,200032277,5,0,0.365293509,0.239021419,0.273870453,0.35785038,0.255838693
1144,200032324,2,0,0.704922768,0.31868545,0.625171653,0.654764651,0.581754143
1145,200032352,1,1,0.836981846,0.487376916,0.838973244,0.807638827,0.779691999
1146,200032367,5,0,0.238947071,0.204724644,0.239741109,0.227747223,0.165506405
1147,200032407,2,0,0.410178004,0.328487474,0.337628584,0.413143179,0.273484879
1148,200032446,1,0,0.586702462,0.302400096,0.519341377,0.547242008,0.450986473
1149,200032463,5,0,0.289241453,0.382738554,0.221232292,0.237526729,0.171835087
1150,200032475,5,1,0.20007583,0.552092698,0.196042999,0.194365492,0.13535193
1151,200032486,1,1,0.707231247,0.527544072,0.707981993,0.719584597,0.618597314
1152,200032494,5,0,0.167719598,0.595768676,0.164604016,0.162796684,0.110399611
1153,200032546,3,1,0.728530109,0.197973027,0.664565994,0.701640621,0.598644035
1154,200032557,3,1,0.555617154,0.356906697,0.473602555,0.46139591,0.407683759
1155,200032601,1,1,0.631234415,0.488923596,0.581578801,0.542891629,0.513665134
1156,200032710,4,1,0.419420875,0.258488418,0.287351089,0.396955824,0.269342359
1157,200032744,1,1,0.834093488,0.333453394,0.84067712,0.825995534,0.77204963
1158,200032765,5,0,0.18203751,0.161573474,0.167212587,0.176907996,0.111702241
1159,200032807,1,0,0.611525844,0.365726829,0.552681181,0.536220915,0.457961836
1160,200032832,3,0,0.411892151,0.302045368,0.383947099,0.382778347,0.31677617
1161,200032860,5,0,0.264618415,0.593302122,0.282842863,0.272159789,0.187211972
1162,200032872,5,0,0.275702254,0.346122359,0.254273062,0.280195446,0.188709505
1163,200032899,1,0,0.469153992,0.205450515,0.395136839,0.392037846,0.335705756
1164,200032912,1,1,0.388775931,0.557838696,0.32205261,0.319539614,0.261667477
1165,200032916,1,1,0.612325052,0.318157468,0.552613372,0.544768134,0.474699826
1166,200032919,5,0,0.205922347,0.272640722,0.188174842,0.210542766,0.137795994
1167,200032964,5,1,0.382217103,0.423349484,0.307775871,0.322228824,0.263745018
1168,200032974,3,0,0.438431097,0.572877864,0.362366475,0.39788676,0.301918651
1169,200032980,1,1,0.274184931,0.30297461,0.26735437,0.241106433,0.195746444
1170,200033040,4,0,0.189593972,0.158499498,0.194606208,0.173465834,0.134171661
1171,200033059,4,0,0.528313457,0.311716422,0.470355619,0.550366225,0.373234644
1172,200033122,3,1,0.537899367,0.558435235,0.484050067,0.522887943,0.37963866
1173,200033161,3,1,0.891046613,0.187621049,0.873180591,0.887144675,0.84643066
1174,200033178,5,1,0.548829614,0.618605013,0.463374678,0.488372136,0.416494546
1175,200033214,5,0,0.268382834,0.249569138,0.265138544,0.272148399,0.188674303
1176,200033217,5,0,0.206012227,0.282844755,0.205037661,0.199133802,0.141254685
1177,200033218,1,1,0.233622029,0.227792717,0.233810169,0.230151417,0.173744239
1178,200033290,1,1,0.615907921,0.585795362,0.645704426,0.585514231,0.541788615
1179,200033348,3,0,0.749119616,0.231977858,0.739916236,0.761549293,0.676930236
1180,200033363,5,0,0.284249365,0.220157396,0.192946607,0.245716522,0.166858019
1181,200033365,3,1,0.318492001,0.383819801,0.305484116,0.310131756,0.227474175
1182,200033375,5,1,0.203477972,0.411665468,0.194019403,0.198375703,0.132092779
1183,200033380,1,0,0.616637784,0.272845903,0.563973265,0.560381278,0.467347669
1184,200033408,5,1,0.390313093,0.59395816,0.417052029,0.378191542,0.32441221
1185,200033419,2,0,0.242380244,0.393708278,0.230853849,0.243242334,0.16833591
1186,200033438,5,0,0.471310776,0.36910399,0.397439754,0.416063479,0.340220838
1187,200033451,3,1,0.551813179,0.194930298,0.46708417,0.466513535,0.404624224
1188,200033489,1,1,0.420673424,0.56331483,0.411212024,0.374044537,0.323936334
1189,200033527,5,0,0.236526697,0.619355877,0.251190035,0.215464311,0.163848244
1190,200033532,5,0,0.219955489,0.296820386,0.21183631,0.187561502,0.149643738
1191,200033580,1,0,0.674151417,0.230542493,0.607922548,0.599295753,0.537204901
1192,200033598,5,0,0.243077673,0.68773836,0.238378361,0.22916083,0.173345879
1193,200033599,1,1,0.465229735,0.475536823,0.439256866,0.39771098,0.331121855
1194,200033626,5,0,0.390600457,0.241764308,0.377818393,0.384919674,0.28934981
1195,200033659,3,0,0.563943017,0.198274182,0.491801352,0.524753474,0.424521691
1196,200033678,2,1,0.405737689,0.290757107,0.339252593,0.432241597,0.26679125
1197,200033698,1,1,0.57525035,0.203752971,0.49023334,0.531081788,0.424007829
1198,200033701,1,0,0.647990435,0.28310416,0.614111651,0.586689988,0.535018626
1199,200033707,5,0,0.326619332,0.213503112,0.316248986,0.310929705,0.238317993
1200,200033715,5,0,0.205010905,0.471605386,0.1863329,0.204673858,0.127620495
1201,200033772,1,1,0.62999857,0.609468127,0.550237029,0.540121541,0.484294621
1202,200033778,1,1,0.327599595,0.229784107,0.26568497,0.298896162,0.212993987
1203,200033799,5,0,0.215031894,0.540687179,0.211534115,0.216667298,0.15304672
1204,200033814,2,0,0.27556976,0.485469534,0.275967105,0.268140969,0.197518301
1205,200033824,1,1,0.383614337,0.453685654,0.273679428,0.34347545,0.253900665
1206,200033832,1,0,0.623757134,0.323666796,0.562557621,0.564560954,0.464909009
1207,200033835,1,1,0.798343336,0.458326688,0.745335538,0.738176265,0.702901341
1208,200033853,1,1,0.452469563,0.642362025,0.376398151,0.411542136,0.314617577
1209,200033891,5,0,0.348159228,0.371806013,0.274563065,0.292332113,0.220905337
1210,200033911,5,0,0.351033409,0.301879992,0.338715548,0.34253393,0.25274965
1211,200033915,5,0,0.465920543,0.202604275,0.459177586,0.443023422,0.366978451
1212,200033937,5,0,0.263467492,0.128745393,0.252647333,0.259339232,0.181329219
1213,200033940,5,0,0.231729555,0.349370514,0.242423053,0.247460074,0.158946923
1214,200033946,1,0,0.598346273,0.199965424,0.614558895,0.576535502,0.534963426
1215,200033949,2,0,0.43028322,0.432346286,0.350400389,0.383888904,0.305524532
1216,200033959,3,1,0.755498158,0.223579141,0.736671293,0.754186169,0.675168733
1217,200033992,1,0,0.525096924,0.160808128,0.473905607,0.445373432,0.378078818
1218,200034024,1,0,0.74382299,0.330089793,0.6815653,0.66804977,0.638087506
1219,200034025,5,0,0.428136619,0.398192138,0.422356294,0.424956232,0.335698
1220,200034050,5,0,0.290649073,0.174359648,0.222421127,0.238900669,0.172927898
1221,200034065,5,0,0.296450947,0.729884419,0.227831987,0.244369744,0.177343362
1222,200034079,5,0,0.282437012,0.17299008,0.213620264,0.232573737,0.169455235
1223,200034121,5,0,0.241696584,0.653098077,0.250625879,0.246100326,0.163748704
1224,200034147,1,0,0.515108259,0.599788468,0.439149949,0.425527269,0.368153061
1225,200034219,1,1,0.735930774,0.559387651,0.661150179,0.676207287,0.620020436
1226,200034231,5,0,0.241953261,0.539531454,0.250421165,0.233771424,0.162596107
1227,200034238,3,1,0.579677146,0.470246188,0.52591955,0.55242038,0.429996603
1228,200034281,3,1,0.615595038,0.46201726,0.543447661,0.569725733,0.475547513
1229,200034289,3,0,0.728162945,0.191568247,0.727452364,0.753989099,0.649108477
1230,200034304,5,0,0.282851476,0.633743633,0.279517633,0.282677067,0.209198165
1231,200034307,1,1,0.473012667,0.462408049,0.462636899,0.424016829,0.370823883
1232,200034315,5,0,0.185857413,0.348633808,0.177707122,0.17734635,0.121238075
1233,200034319,5,0,0.241276692,0.283114603,0.242521483,0.228668178,0.166751383
1234,200034326,5,0,0.199867244,0.257611434,0.190777931,0.195444033,0.130637224
1235,200034355,5,1,0.479858774,0.550941605,0.399205309,0.430324534,0.329303195
1236,200034374,1,0,0.666414976,0.236276926,0.62631934,0.61779347,0.556884084
1237,200034376,5,0,0.321554129,0.499953504,0.307003963,0.31451395,0.227241668
1238,200034392,1,0,0.505952591,0.771735173,0.43941163,0.482028591,0.373073646
1239,200034409,1,0,0.679037274,0.5430168,0.605685585,0.591834923,0.537804643
1240,200034442,5,1,0.530955283,0.390169691,0.556797022,0.526535889,0.459082775
1241,200034460,1,0,0.569919099,0.275670272,0.510485123,0.484938461,0.43198267
1242,200034477,2,0,0.381718264,0.403347555,0.373545546,0.376598702,0.285135859
1243,200034491,5,1,0.555979961,0.15270182,0.48048794,0.497122618,0.424650796
1244,200034493,5,0,0.200581402,0.282274675,0.195631732,0.192244376,0.137351451
1245,200034517,5,0,0.292538413,0.153410737,0.291477506,0.275116047,0.228971949
1246,200034570,1,1,0.749344216,0.177237722,0.702203061,0.715125401,0.661662516
1247,200034592,5,1,0.374556891,0.340764576,0.295863401,0.324694071,0.239411521
1248,200034633,5,0,0.151015912,0.303701906,0.156927177,0.145800317,0.093082921
1249,200034675,2,0,0.24515618,0.60425083,0.217122868,0.259797987,0.162522946
1250,200034719,5,0,0.457978624,0.433326038,0.479773867,0.453547068,0.394058517
1251,200034752,1,0,0.365828643,0.294184011,0.292358248,0.289089708,0.236058603
1252,200034756,1,0,0.38127297,0.390078017,0.392146997,0.353976931,0.309883586
1253,200034763,4,1,0.659905894,0.660738876,0.610452113,0.647592766,0.515166078
1254,200034783,1,1,0.702160061,0.316127168,0.640811747,0.636348131,0.571586249
1255,200034893,5,0,0.262176587,0.708933947,0.215883245,0.269231623,0.164515761
1256,200034895,2,1,0.78565497,0.307772676,0.757931251,0.785505954,0.704280765
1257,200034927,5,0,0.210118892,0.576446896,0.20141485,0.200025092,0.139515713
1258,200035016,3,1,0.844449522,0.272961944,0.829505656,0.84018187,0.795078609
1259,200035051,1,0,0.50986577,0.262382263,0.439723703,0.440528678,0.371658747
1260,200035064,1,0,0.468109867,0.408887119,0.361046175,0.435120287,0.314725133
1261,200035068,5,0,0.323065947,0.158534451,0.25872518,0.270665442,0.195369182
1262,200035082,5,0,0.264879233,0.470281221,0.200454286,0.218708888,0.155830489
1263,200035083,3,1,0.778561506,0.606365853,0.760144027,0.779248493,0.704782717
1264,200035091,2,1,0.29757218,0.247901906,0.280977417,0.293880738,0.211849826
1265,200035159,1,1,0.856648332,0.121455801,0.8362032,0.850962972,0.759214121
1266,200035177,5,1,0.576639845,0.67516075,0.512920829,0.527014815,0.447781773
1267,200035178,1,0,0.201728186,0.308753278,0.204700022,0.176406977,0.148455104
1268,200035256,2,0,0.313785431,0.819654917,0.260145072,0.274411681,0.191781798
1269,200035305,4,1,0.378675344,0.249611887,0.372954714,0.379493478,0.279546763
1270,200035310,1,1,0.75505869,0.179176082,0.755384732,0.792049723,0.667208701
1271,200035321,1,1,0.69364352,0.33441239,0.620223619,0.609993771,0.553518141
1272,200035331,1,0,0.307894786,0.474531878,0.305779498,0.271121332,0.22793622
1273,200035390,1,0,0.505270137,0.507194237,0.462045637,0.485321116,0.375051402
1274,200035409,4,1,0.754997356,0.821276231,0.757337329,0.767310196,0.67860977
1275,200035421,1,0,0.58025949,0.432196158,0.498231422,0.492361653,0.430593516
1276,200035435,5,0,0.109811526,0.198843947,0.113471862,0.118784864,0.071986067
1277,200035446,1,1,0.680208369,0.516538106,0.666697355,0.643109618,0.5762619
1278,200035448,3,1,0.73412009,0.428940068,0.715461217,0.733900656,0.651952636
1279,200035453,1,1,0.726069573,0.551347571,0.723542307,0.723075802,0.633871338
1280,200035468,5,0,0.177952271,0.366019032,0.201993121,0.194101546,0.1214431
1281,200035485,5,0,0.286429684,0.711897709,0.283553443,0.270680997,0.213781659
1282,200035492,3,0,0.436065882,0.277211949,0.353693553,0.355795142,0.299270455
1283,200035500,1,1,0.819020084,0.383766888,0.789832169,0.780534963,0.750767141
1284,200035533,5,0,0.192828403,0.250114826,0.165212143,0.189801936,0.129370473
1285,200035543,5,1,0.396421157,0.532129103,0.386915587,0.391029947,0.298314472
1286,200035552,5,0,0.435861673,0.498456834,0.356344854,0.366790786,0.294396603
1287,200035586,4,0,0.637221675,0.168720443,0.590831472,0.582636777,0.449641656
1288,200035603,1,1,0.744681026,0.248367067,0.653759787,0.676411005,0.632839662
1289,200035618,1,0,0.246964101,0.224513791,0.256334152,0.221085051,0.189435606
1290,200035619,1,1,0.397410776,0.184720116,0.332004019,0.333984008,0.270850444
1291,200035663,1,1,0.459813566,0.273030437,0.401617108,0.376267406,0.317886304
1292,200035690,5,0,0.203124581,0.670184637,0.200953612,0.196862385,0.1330512
1293,200035717,5,0,0.300600015,0.803031007,0.232577525,0.296406322,0.181612318
1294,200035735,1,0,0.314163218,0.283040561,0.314774478,0.28397107,0.237121607
1295,200035739,5,0,0.275818094,0.261249467,0.229693902,0.237294286,0.157980965
1296,200035747,5,1,0.603891839,0.476997552,0.518672524,0.54356983,0.47558124
1297,200035750,1,0,0.618732129,0.384224487,0.57719993,0.546861874,0.48552579
1298,200035795,5,0,0.522019201,0.345760624,0.541555354,0.558081249,0.444011373
1299,200035816,1,0,0.204680023,0.345720645,0.200274551,0.201305795,0.133504927
1300,200035819,5,0,0.225303184,0.587888431,0.238323259,0.222058319,0.155326878
1301,200035842,4,0,0.448972882,0.237290843,0.399044127,0.359427392,0.314316708
1302,200035885,5,0,0.206168001,0.372289037,0.197909353,0.20271716,0.13615942
1303,200035921,1,0,0.50875535,0.317088896,0.439900158,0.470789009,0.369195834
1304,200035925,5,0,0.595991815,0.762998992,0.529046577,0.541284794,0.404350849
1305,200035989,1,0,0.721499687,0.36800035,0.651073499,0.640866369,0.5839662
1306,200036017,5,0,0.151029668,0.531920599,0.163074693,0.155292159,0.100774104
1307,200036041,5,0,0.289614157,0.30052789,0.22419143,0.277894563,0.17569807
1308,200036059,2,1,0.446056956,0.674410433,0.434007575,0.442885411,0.344528879
1309,200036064,1,1,0.755260178,0.320446506,0.723583346,0.721312445,0.652787034
1310,200036087,5,1,0.319632136,0.299332574,0.30711034,0.314435311,0.229611284
1311,200036109,1,0,0.585307954,0.486327831,0.576105388,0.586646713,0.489471004
1312,200036115,1,0,0.786157308,0.243873637,0.777176337,0.770373265,0.711297798
1313,200036125,4,1,0.411358435,0.228897743,0.434692239,0.392379507,0.343625883
1314,200036163,1,1,0.517244273,0.380050359,0.444658386,0.440477894,0.37664058
1315,200036182,5,1,0.173735297,0.289782623,0.182207713,0.164846707,0.113029946
1316,200036192,1,1,0.80421269,0.219669074,0.78180628,0.76519671,0.74077612
1317,200036202,5,0,0.308381526,0.191847868,0.297546751,0.303797845,0.219354459
1318,200036215,5,0,0.163512299,0.600962923,0.160152263,0.158523027,0.107347406
1319,200036265,5,0,0.338168128,0.636898678,0.330875401,0.319109633,0.249912401
1320,200036303,5,1,0.769399202,0.531447237,0.746157323,0.761589598,0.688159591
1321,200036305,3,1,0.676557991,0.531899341,0.648029253,0.678203674,0.530941657
1322,200036323,1,0,0.343894421,0.423398939,0.345290037,0.312009464,0.282700495
1323,200036367,1,1,0.551884113,0.257019686,0.582137266,0.538315798,0.507185315
1324,200036386,5,0,0.215830351,0.298658857,0.232316468,0.224118232,0.142764231
1325,200036392,5,0,0.234994911,0.180847864,0.21333607,0.227756334,0.157055522
1326,200036411,1,0,0.823753933,0.814356694,0.819213425,0.805104052,0.759627552
1327,200036423,5,0,0.204393775,0.47660902,0.198373621,0.194492597,0.137001436
1328,200036495,1,1,0.758344467,0.244925613,0.721983904,0.711255846,0.65850679
1329,200036552,5,1,0.254122073,0.277154239,0.248544515,0.253678849,0.179723335
1330,200036574,4,0,0.785360797,0.666489634,0.751538524,0.785805227,0.694753533
1331,200036629,1,1,0.622313967,0.407037511,0.549663978,0.536745833,0.480480577
1332,200036637,5,1,0.470867024,0.254644361,0.456511524,0.46062354,0.365920183
1333,200036662,1,0,0.369353882,0.693199741,0.359990794,0.330680731,0.277655912
1334,200036664,1,1,0.856485082,0.457020156,0.84714807,0.837597161,0.813915915
1335,200036676,5,0,0.18177197,0.555329114,0.178615752,0.196864997,0.116704173
1336,200036693,5,0,0.422188351,0.178927829,0.334630071,0.371715156,0.274873537
1337,200036714,5,0,0.26261349,0.28560933,0.201241224,0.223948616,0.15042061
1338,200036716,2,1,0.871719464,0.203085643,0.835957104,0.866177642,0.79987929
1339,200036761,3,1,0.62557581,0.334260047,0.577954688,0.601226575,0.508722719
1340,200036783,1,0,0.374266193,0.672428174,0.324356998,0.336706615,0.248272586
1341,200036821,1,0,0.223830488,0.253360116,0.24669111,0.215150312,0.162599416
1342,200036861,3,0,0.564725792,0.496306375,0.510656145,0.581130866,0.451278748
1343,200036864,5,1,0.28081538,0.190400842,0.213804215,0.234835807,0.16511292
1344,200036871,1,1,0.586554658,0.189200896,0.610691454,0.564761637,0.517510834
1345,200036891,5,0,0.622142713,0.283429077,0.537215073,0.569920779,0.488776026
1346,200036900,2,0,0.59831532,0.356859072,0.509690802,0.552276443,0.468286844
1347,200036952,5,0,0.225865303,0.119207848,0.22737885,0.221290162,0.153264359
1348,200036996,1,1,0.45921644,0.317628121,0.381702729,0.386991724,0.312248872
1349,200037001,1,1,0.538667616,0.260198762,0.456292541,0.451771463,0.389665759
1350,200037046,1,1,0.63443909,0.195291833,0.560506498,0.552545561,0.491402258
1351,200037050,5,1,0.47005661,0.483708637,0.389639846,0.402409089,0.343475956
1352,200037053,1,0,0.241277168,0.614706795,0.233173918,0.234086509,0.166538348
1353,200037088,1,1,0.690322066,0.422212356,0.66550386,0.686151463,0.599472258
1354,200037095,5,1,0.459805693,0.731910249,0.443527248,0.449666617,0.352845469
1355,200037124,5,0,0.175066476,0.230852617,0.170930475,0.16642301,0.115797419
1356,200037156,5,0,0.180400077,0.273052041,0.189635067,0.175154245,0.119708077
1357,200037178,5,0,0.192425329,0.706122656,0.17220028,0.172283878,0.119423525
1358,200037192,1,0,0.330217697,0.337335059,0.27116958,0.305480255,0.217475353
1359,200037219,4,1,0.330158477,0.189753848,0.315746067,0.327619693,0.239081032
1360,200037230,4,1,0.678110664,0.414184461,0.65591834,0.728633892,0.564972715
1361,200037255,4,0,0.732738863,0.454807495,0.711275669,0.734924196,0.624676972
1362,200037262,5,1,0.186728067,0.282165056,0.168860176,0.193547027,0.117030244
1363,200037284,1,0,0.494812001,0.153765642,0.537639449,0.486919376,0.451792397
1364,200037285,5,1,0.383267546,0.121016771,0.371741966,0.377962171,0.284860431
1365,200037298,3,1,0.535721108,0.22441076,0.466112482,0.520001078,0.38552116
1366,200037308,5,0,0.19959266,0.213537006,0.202679453,0.166444268,0.138416658
1367,200037368,5,0,0.174805372,0.272577196,0.16939724,0.168032721,0.113973066
1368,200037415,1,1,0.771900204,0.409971981,0.754179636,0.769965803,0.694660674
1369,200037452,5,1,0.396378476,0.471668575,0.41851627,0.392144494,0.301563775
1370,200037499,1,1,0.703057911,0.323156732,0.65835662,0.643645691,0.591676856
1371,200037504,5,0,0.223127515,0.69203628,0.220981897,0.210942869,0.148278042
1372,200037532,5,0,0.343474851,0.225571406,0.267445049,0.298058915,0.211159119
1373,200037568,1,1,0.703397038,0.353393038,0.66069743,0.683943141,0.594838814
1374,200037570,3,1,0.455523463,0.298161784,0.402163018,0.461603682,0.337026544
1375,200037602,3,0,0.69713797,0.539705955,0.624970921,0.652062844,0.580953736
1376,200037609,1,1,0.389941844,0.700374586,0.351509362,0.335873929,0.259257221
1377,200037611,1,0,0.651234384,0.597338073,0.571523615,0.562034067,0.525130638
1378,200037612,3,0,0.522998719,0.296647559,0.463737364,0.510412694,0.388335204
1379,200037631,3,0,0.392976665,0.630721898,0.331853667,0.402069405,0.262298057
1380,200037646,1,0,0.5646654,0.219805418,0.494138933,0.525027124,0.426230842
1381,200037710,5,0,0.278659498,0.27651037,0.212007093,0.233080976,0.163786087
1382,200037850,5,0,0.273074892,0.753273605,0.269530225,0.26930927,0.198671769
1383,200037856,1,1,0.767466296,0.180552276,0.730897165,0.725912668,0.66834926
1384,200037892,5,0,0.359850421,0.581876037,0.292385879,0.274519227,0.231612569
1385,200037929,1,1,0.533231027,0.172068162,0.477106428,0.447984189,0.387746507
1386,200037994,5,0,0.232362677,0.343966049,0.223613383,0.228322189,0.156700011
1387,200038016,1,1,0.482623129,0.204573373,0.489715106,0.459637696,0.395914967
1388,200038017,5,0,0.239400965,0.586105793,0.231869793,0.233613898,0.163051131
1389,200038064,3,0,0.599719476,0.479495252,0.523103311,0.567213613,0.452450403
1390,200038088,5,0,0.215725798,0.653716747,0.219616895,0.212722857,0.149487536
1391,200038091,5,1,0.421779595,0.252780844,0.412440663,0.409797811,0.327519005
1392,200038107,1,0,0.418360262,0.384998158,0.41799692,0.378696251,0.331418939
1393,200038117,5,0,0.249214514,0.285510962,0.237086001,0.243438805,0.168827302
1394,200038163,5,1,0.623407016,0.45565688,0.61517586,0.614315285,0.524272387
1395,200038191,5,0,0.228870436,0.709490018,0.23001603,0.220024448,0.157147407
1396,200038195,5,0,0.148540088,0.283169448,0.132238417,0.149841291,0.091708229
1397,200038207,5,0,0.292195759,0.346591128,0.284333371,0.287579929,0.207325557
1398,200038218,1,1,0.554465599,0.245275932,0.472381142,0.460325034,0.406633093
1399,200038225,5,1,0.458450066,0.568780617,0.378285849,0.388310553,0.311956802
1400,200038255,5,0,0.531231326,0.606785134,0.467740209,0.477266805,0.399917323
1401,200038277,2,0,0.301898133,0.215192958,0.250457256,0.235395169,0.190056368
1402,200038314,4,0,0.473269271,0.271141419,0.494037311,0.480639076,0.394723454
1403,200038343,5,0,0.253856485,0.198986519,0.247364313,0.259339097,0.17116411
1404,200038347,3,0,0.488317533,0.244289035,0.35814676,0.475151499,0.336911199
1405,200038353,5,1,0.188771313,0.390924866,0.185164908,0.171564034,0.119400805
1406,200038443,3,1,0.335713992,0.683423905,0.267603191,0.30060326,0.215733212
1407,200038466,5,0,0.36824515,0.415548814,0.365212569,0.360358491,0.284482379
1408,200038502,5,0,0.158547255,0.335637802,0.156144951,0.150350769,0.103459907
1409,200038526,5,0,0.182506075,0.471508543,0.178313744,0.190663771,0.120076293
1410,200038593,5,0,0.189423524,0.693081487,0.190090523,0.160317798,0.133329853
1411,200038598,5,0,0.248883424,0.399632738,0.236091146,0.242653794,0.167357774
1412,200038609,5,0,0.226756037,0.608763502,0.217367776,0.220117815,0.152183195
1413,200038650,5,0,0.245830705,0.173461501,0.230115783,0.251590611,0.165129489
1414,200038662,5,0,0.218397414,0.518210124,0.213853012,0.212163825,0.149170827
1415,200038684,5,0,0.18946007,0.180732111,0.170025095,0.196836707,0.124207795
1416,200038685,1,0,0.293651757,0.268071537,0.277678523,0.282849844,0.192102547
1417,200038709,5,0,0.560347918,0.17483317,0.494197047,0.527456133,0.422038
1418,200038727,3,0,0.459159078,0.151697001,0.383640043,0.417516394,0.320479145
1419,200038730,1,0,0.659239417,0.252372591,0.689764962,0.651183184,0.599870067
1420,200038757,5,0,0.201243716,0.314185583,0.193414667,0.229622029,0.134246513
1421,200038767,5,0,0.270837666,0.319657056,0.28439191,0.270997148,0.19021206
1422,200038776,1,1,0.690491445,0.241497791,0.663039587,0.684556622,0.596952541
1423,200038781,1,1,0.581118655,0.290475926,0.498933279,0.493146559,0.431098096
1424,200038795,5,1,0.221882561,0.206244519,0.209533316,0.229288419,0.150483618
1425,200038806,5,1,0.248984274,0.200948503,0.248388086,0.230171445,0.181255137
1426,200038845,1,1,0.613695655,0.330087904,0.541033651,0.573928105,0.472099622
1427,200038864,3,0,0.371388711,0.360918664,0.379676539,0.368700264,0.277096838
1428,200038866,1,1,0.629011776,0.275040784,0.55672118,0.548992425,0.487179719
1429,200038888,5,0,0.435384618,0.515395726,0.42470394,0.420892997,0.355744483
1430,200038889,4,0,0.247703601,0.165126627,0.256962281,0.252498253,0.181078401
1431,200038892,5,0,0.247839483,0.461237624,0.228350822,0.225178687,0.165842763
1432,200038918,5,0,0.147904235,0.506174523,0.147899169,0.138708067,0.101499644
1433,200038969,5,1,0.289040798,0.265524283,0.221440197,0.237206255,0.171746836
1434,200038980,1,0,0.770669189,0.603437142,0.719086418,0.744166901,0.676302393
1435,200038987,1,0,0.349306843,0.216607672,0.264303923,0.294999037,0.222024402
1436,200038989,5,0,0.136629196,0.22432723,0.130881714,0.134154859,0.086193739
1437,200039034,1,1,0.629492081,0.402705154,0.548405249,0.540175807,0.480772173
1438,200039048,1,0,0.300840744,0.193052607,0.278907038,0.275158825,0.232623894
1439,200039055,3,0,0.508515525,0.213789591,0.46074962,0.433382092,0.368771429
1440,200039078,1,1,0.331993848,0.181556348,0.264567036,0.297063165,0.212713306
1441,200039086,5,0,0.217155083,0.587361818,0.23165511,0.222157313,0.14995565
1442,200039141,3,1,0.548523878,0.414135825,0.4708603,0.499853413,0.405904333
1443,200039200,1,0,0.384136454,0.478658058,0.313965324,0.311166644,0.25523454
1444,200039214,3,1,0.530092702,0.414930059,0.528030609,0.507708201,0.427856265
